"","Abundance_per_hectare","Year","Age","Year_Age","X","Y"
"47",0.252069239924717,2017,"Age_3","2017.Age_3",486.710929397665,7131.24008051707
"48",1.89719451757837,2017,"Age_4","2017.Age_4",486.710929397665,7131.24008051707
"49",1.56260179388313,2017,"Age_5","2017.Age_5",486.710929397665,7131.24008051707
"50",0.553893926227285,2017,"Age_6","2017.Age_6",486.710929397665,7131.24008051707
"51",0.0843026353276776,2017,"Age_7","2017.Age_7",486.710929397665,7131.24008051707
"52",0.0217503105647059,2017,"Age_2","2017.Age_2",486.710929397665,7131.24008051707
"53",0.444087786959637,2017,"Age_3","2017.Age_3",486.710929397665,7131.24008051707
"54",1.35864383621533,2017,"Age_4","2017.Age_4",486.710929397665,7131.24008051707
"55",1.34391956901186,2017,"Age_5","2017.Age_5",486.710929397665,7131.24008051707
"56",0.929927235255448,2017,"Age_6","2017.Age_6",486.710929397665,7131.24008051707
"57",0.238139430831254,2017,"Age_7","2017.Age_7",486.710929397665,7131.24008051707
"58",0.0135939441029412,2017,"Age_8","2017.Age_8",486.710929397665,7131.24008051707
"59",0.0100603772545923,2017,"Age_4","2017.Age_4",738.591024523913,7143.18541326895
"60",0.0988456483655084,2017,"Age_5","2017.Age_5",738.591024523913,7143.18541326895
"61",0.271141818046098,2017,"Age_6","2017.Age_6",738.591024523913,7143.18541326895
"62",0.0675901073803674,2017,"Age_7","2017.Age_7",738.591024523913,7143.18541326895
"63",0.0128929106563707,2017,"Age_8","2017.Age_8",738.591024523913,7143.18541326895
"64",0.0165068325827776,2017,"Age_9","2017.Age_9",738.591024523913,7143.18541326895
"65",0.00387835523809524,2017,"Age_3","2017.Age_3",738.591024523913,7143.18541326895
"66",0.204709706915114,2017,"Age_4","2017.Age_4",738.591024523913,7143.18541326895
"67",0.392523274923395,2017,"Age_5","2017.Age_5",738.591024523913,7143.18541326895
"68",0.488588447929607,2017,"Age_6","2017.Age_6",738.591024523913,7143.18541326895
"69",0.102894450708075,2017,"Age_7","2017.Age_7",738.591024523913,7143.18541326895
"70",0.39919898886981,2017,"Age_1","2017.Age_1",701.245506914858,7141.51940982551
"71",0.932907038273047,2017,"Age_2","2017.Age_2",701.245506914858,7141.51940982551
"72",0.153027789624756,2017,"Age_3","2017.Age_3",701.245506914858,7141.51940982551
"73",2.24664093373924,2017,"Age_4","2017.Age_4",701.245506914858,7141.51940982551
"74",2.1827678624397,2017,"Age_5","2017.Age_5",701.245506914858,7141.51940982551
"75",0.936161619560978,2017,"Age_6","2017.Age_6",701.245506914858,7141.51940982551
"76",0.150332695897758,2017,"Age_7","2017.Age_7",701.245506914858,7141.51940982551
"77",0.0122562946718147,2017,"Age_8","2017.Age_8",701.245506914858,7141.51940982551
"78",0.0156917712086112,2017,"Age_9","2017.Age_9",701.245506914858,7141.51940982551
"79",0.933367830359327,2017,"Age_2","2017.Age_2",701.245506914858,7141.51940982551
"80",0.784778382873353,2017,"Age_3","2017.Age_3",701.245506914858,7141.51940982551
"81",3.32012591081801,2017,"Age_4","2017.Age_4",701.245506914858,7141.51940982551
"82",2.42995069792275,2017,"Age_5","2017.Age_5",701.245506914858,7141.51940982551
"83",0.996788710408981,2017,"Age_6","2017.Age_6",701.245506914858,7141.51940982551
"84",0.355230928189012,2017,"Age_7","2017.Age_7",701.245506914858,7141.51940982551
"85",0.0226741451428571,2017,"Age_8","2017.Age_8",701.245506914858,7141.51940982551
"86",0.146382507714286,2017,"Age_1","2017.Age_1",700.113192569125,7176.69069010418
"87",0.0763734822857143,2017,"Age_2","2017.Age_2",700.113192569125,7176.69069010418
"88",0.16542239631431,2017,"Age_4","2017.Age_4",700.113192569125,7176.69069010418
"89",0.716346728393072,2017,"Age_5","2017.Age_5",700.113192569125,7176.69069010418
"90",0.378989406451107,2017,"Age_6","2017.Age_6",700.113192569125,7176.69069010418
"91",0.0724023180839359,2017,"Age_7","2017.Age_7",700.113192569125,7176.69069010418
"92",0.00337509075757576,2017,"Age_9","2017.Age_9",700.113192569125,7176.69069010418
"93",0.212148561904762,2017,"Age_2","2017.Age_2",700.113192569125,7176.69069010418
"94",0.0267384803327526,2017,"Age_3","2017.Age_3",700.113192569125,7176.69069010418
"95",0.290058180881098,2017,"Age_4","2017.Age_4",700.113192569125,7176.69069010418
"96",0.313653240449042,2017,"Age_5","2017.Age_5",700.113192569125,7176.69069010418
"97",0.214965351499564,2017,"Age_6","2017.Age_6",700.113192569125,7176.69069010418
"98",0.0534316850577816,2017,"Age_7","2017.Age_7",700.113192569125,7176.69069010418
"99",0.002784449875,2017,"Age_8","2017.Age_8",700.113192569125,7176.69069010418
"100",0.00621813389189189,2017,"Age_4","2017.Age_4",656.942839617054,6804.15422591107
"101",0.0186544016756757,2017,"Age_5","2017.Age_5",656.942839617054,6804.15422591107
"102",0.143017079513514,2017,"Age_6","2017.Age_6",656.942839617054,6804.15422591107
"103",0.0373088033513514,2017,"Age_7","2017.Age_7",656.942839617054,6804.15422591107
"104",0.0124362677837838,2017,"Age_8","2017.Age_8",656.942839617054,6804.15422591107
"105",0.0124362677837838,2017,"Age_9","2017.Age_9",656.942839617054,6804.15422591107
"106",0.0934663250625,2017,"Age_1","2017.Age_1",656.942839617054,6804.15422591107
"107",0.766560812508928,2017,"Age_2","2017.Age_2",656.942839617054,6804.15422591107
"108",0.0602566784285714,2017,"Age_3","2017.Age_3",656.942839617054,6804.15422591107
"109",1.11822880806897,2017,"Age_1","2017.Age_1",653.704360895564,6840.62022086803
"110",1.46726540266967,2017,"Age_2","2017.Age_2",653.704360895564,6840.62022086803
"111",0.0848242990371274,2017,"Age_3","2017.Age_3",653.704360895564,6840.62022086803
"112",0.689076809208072,2017,"Age_4","2017.Age_4",653.704360895564,6840.62022086803
"113",0.836177372506001,2017,"Age_5","2017.Age_5",653.704360895564,6840.62022086803
"114",0.465122335391086,2017,"Age_6","2017.Age_6",653.704360895564,6840.62022086803
"115",0.0870324126920794,2017,"Age_7","2017.Age_7",653.704360895564,6840.62022086803
"116",0.00720444224517906,2017,"Age_9","2017.Age_9",653.704360895564,6840.62022086803
"117",0.00689120562582345,2017,"Age_4","2017.Age_4",653.704360895564,6840.62022086803
"118",0.12335258070224,2017,"Age_5","2017.Age_5",653.704360895564,6840.62022086803
"119",0.285985033471673,2017,"Age_6","2017.Age_6",653.704360895564,6840.62022086803
"120",0.0592643683820817,2017,"Age_7","2017.Age_7",653.704360895564,6840.62022086803
"121",0.254684558983666,2017,"Age_1","2017.Age_1",650.491091648092,6877.65358374374
"122",0.675803149698646,2017,"Age_2","2017.Age_2",650.491091648092,6877.65358374374
"123",0.678585347225301,2017,"Age_3","2017.Age_3",650.491091648092,6877.65358374374
"124",0.526513409170734,2017,"Age_4","2017.Age_4",650.491091648092,6877.65358374374
"125",0.504049950650438,2017,"Age_5","2017.Age_5",650.491091648092,6877.65358374374
"126",0.436769245980771,2017,"Age_6","2017.Age_6",650.491091648092,6877.65358374374
"127",0.0937843841544894,2017,"Age_7","2017.Age_7",650.491091648092,6877.65358374374
"128",0.0133078418207681,2017,"Age_8","2017.Age_8",650.491091648092,6877.65358374374
"129",0.0170380702099228,2017,"Age_9","2017.Age_9",650.491091648092,6877.65358374374
"130",0.938618718421053,2017,"Age_1","2017.Age_1",650.491091648092,6877.65358374374
"131",1.74016879234112,2017,"Age_2","2017.Age_2",650.491091648092,6877.65358374374
"132",1.04720728559613,2017,"Age_3","2017.Age_3",650.491091648092,6877.65358374374
"133",1.35678823280772,2017,"Age_4","2017.Age_4",650.491091648092,6877.65358374374
"134",0.678753576748769,2017,"Age_5","2017.Age_5",650.491091648092,6877.65358374374
"135",0.238460373634085,2017,"Age_6","2017.Age_6",650.491091648092,6877.65358374374
"136",0.154879862556391,2017,"Age_7","2017.Age_7",650.491091648092,6877.65358374374
"137",0.00645852350555919,2017,"Age_3","2017.Age_3",686.264486506313,6879.30663522766
"138",0.265501477152444,2017,"Age_4","2017.Age_4",686.264486506313,6879.30663522766
"139",0.138282604361418,2017,"Age_5","2017.Age_5",686.264486506313,6879.30663522766
"140",0.0366731812967839,2017,"Age_6","2017.Age_6",686.264486506313,6879.30663522766
"141",0.0019515973201581,2017,"Age_7","2017.Age_7",686.264486506313,6879.30663522766
"142",0.224433691818182,2017,"Age_1","2017.Age_1",686.264486506313,6879.30663522766
"143",0.0469329688871819,2017,"Age_3","2017.Age_3",686.264486506313,6879.30663522766
"144",0.74158913168459,2017,"Age_4","2017.Age_4",686.264486506313,6879.30663522766
"145",0.633634179923266,2017,"Age_5","2017.Age_5",686.264486506313,6879.30663522766
"146",0.288355587376967,2017,"Age_6","2017.Age_6",686.264486506313,6879.30663522766
"147",0.079346824377996,2017,"Age_7","2017.Age_7",686.264486506313,6879.30663522766
"148",0.00561084229545455,2017,"Age_8","2017.Age_8",686.264486506313,6879.30663522766
"149",0.0036069496969697,2017,"Age_4","2017.Age_4",660.288266024426,6767.04131729094
"150",0.0793528933333333,2017,"Age_5","2017.Age_5",660.288266024426,6767.04131729094
"151",0.12263628969697,2017,"Age_6","2017.Age_6",660.288266024426,6767.04131729094
"152",0.0288555975757576,2017,"Age_7","2017.Age_7",660.288266024426,6767.04131729094
"153",0.0036069496969697,2017,"Age_9","2017.Age_9",660.288266024426,6767.04131729094
"154",0.00387087284552846,2017,"Age_3","2017.Age_3",660.288266024426,6767.04131729094
"155",0.248950769216154,2017,"Age_4","2017.Age_4",660.288266024426,6767.04131729094
"156",0.424499060231354,2017,"Age_5","2017.Age_5",660.288266024426,6767.04131729094
"157",0.214870258293567,2017,"Age_6","2017.Age_6",660.288266024426,6767.04131729094
"158",0.057068025913397,2017,"Age_7","2017.Age_7",660.288266024426,6767.04131729094
"159",0.0029757335,2017,"Age_8","2017.Age_8",660.288266024426,6767.04131729094
"160",0.104081435636364,2017,"Age_2","2017.Age_2",684.465670774956,6917.00862992606
"161",0.135156108865925,2017,"Age_3","2017.Age_3",684.465670774956,6917.00862992606
"162",0.383048082270159,2017,"Age_4","2017.Age_4",684.465670774956,6917.00862992606
"163",0.232142328193335,2017,"Age_5","2017.Age_5",684.465670774956,6917.00862992606
"164",0.0880167518634848,2017,"Age_6","2017.Age_6",684.465670774956,6917.00862992606
"165",0.0116351198373984,2017,"Age_7","2017.Age_7",684.465670774956,6917.00862992606
"166",0.0153334257857143,2017,"Age_3","2017.Age_3",684.465670774956,6917.00862992606
"167",0.173877591599034,2017,"Age_4","2017.Age_4",684.465670774956,6917.00862992606
"168",0.125457546565562,2017,"Age_5","2017.Age_5",684.465670774956,6917.00862992606
"169",0.133013147677364,2017,"Age_6","2017.Age_6",684.465670774956,6917.00862992606
"170",0.0293582017056591,2017,"Age_7","2017.Age_7",684.465670774956,6917.00862992606
"171",0.00376321375661376,2017,"Age_2","2017.Age_2",680.816517313055,6952.88733651502
"172",0.184397474074074,2017,"Age_3","2017.Age_3",680.816517313055,6952.88733651502
"173",0.0487507236652237,2017,"Age_4","2017.Age_4",680.816517313055,6952.88733651502
"174",0.0827907026455026,2017,"Age_5","2017.Age_5",680.816517313055,6952.88733651502
"175",0.122133391919192,2017,"Age_6","2017.Age_6",680.816517313055,6952.88733651502
"176",0.0287372686868687,2017,"Age_7","2017.Age_7",680.816517313055,6952.88733651502
"177",0.00359215858585859,2017,"Age_9","2017.Age_9",680.816517313055,6952.88733651502
"178",0.0963147520833333,2017,"Age_1","2017.Age_1",680.816517313055,6952.88733651502
"179",0.140767714583333,2017,"Age_2","2017.Age_2",680.816517313055,6952.88733651502
"180",0.0324095311575687,2017,"Age_3","2017.Age_3",680.816517313055,6952.88733651502
"181",0.430217939512195,2017,"Age_4","2017.Age_4",680.816517313055,6952.88733651502
"182",0.208087363600465,2017,"Age_5","2017.Age_5",680.816517313055,6952.88733651502
"183",0.0313631741618273,2017,"Age_6","2017.Age_6",680.816517313055,6952.88733651502
"184",0.00916939156794425,2017,"Age_7","2017.Age_7",680.816517313055,6952.88733651502
"185",0.411139658125,2017,"Age_2","2017.Age_2",647.363195848186,6914.59554027581
"186",0.106428203660714,2017,"Age_3","2017.Age_3",647.363195848186,6914.59554027581
"187",0.174403954425087,2017,"Age_4","2017.Age_4",647.363195848186,6914.59554027581
"188",0.173283770923345,2017,"Age_5","2017.Age_5",647.363195848186,6914.59554027581
"189",0.0630318639634146,2017,"Age_6","2017.Age_6",647.363195848186,6914.59554027581
"190",0.011460338902439,2017,"Age_7","2017.Age_7",647.363195848186,6914.59554027581
"191",0.330380082421875,2017,"Age_1","2017.Age_1",647.363195848186,6914.59554027581
"192",0.148891290478125,2017,"Age_2","2017.Age_2",647.363195848186,6914.59554027581
"193",0.1597571243,2017,"Age_3","2017.Age_3",647.363195848186,6914.59554027581
"194",0.10983302295625,2017,"Age_4","2017.Age_4",647.363195848186,6914.59554027581
"195",0.12627860928125,2017,"Age_5","2017.Age_5",647.363195848186,6914.59554027581
"196",0.04405067765625,2017,"Age_6","2017.Age_6",647.363195848186,6914.59554027581
"197",0.0176202710625,2017,"Age_7","2017.Age_7",647.363195848186,6914.59554027581
"198",0.00293671184375,2017,"Age_8","2017.Age_8",647.363195848186,6914.59554027581
"199",0.409873651580757,2017,"Age_1","2017.Age_1",644.154689001495,6950.65236763766
"200",0.971718937360909,2017,"Age_2","2017.Age_2",644.154689001495,6950.65236763766
"201",1.47417774473325,2017,"Age_3","2017.Age_3",644.154689001495,6950.65236763766
"202",1.83276626354505,2017,"Age_4","2017.Age_4",644.154689001495,6950.65236763766
"203",0.534167795529673,2017,"Age_5","2017.Age_5",644.154689001495,6950.65236763766
"204",0.103587674121776,2017,"Age_6","2017.Age_6",644.154689001495,6950.65236763766
"205",0.00421383866049954,2017,"Age_7","2017.Age_7",644.154689001495,6950.65236763766
"206",0.492163187300532,2017,"Age_1","2017.Age_1",644.154689001495,6950.65236763766
"207",1.87784119275301,2017,"Age_2","2017.Age_2",644.154689001495,6950.65236763766
"208",1.41567360599292,2017,"Age_3","2017.Age_3",644.154689001495,6950.65236763766
"209",1.78989409498172,2017,"Age_4","2017.Age_4",644.154689001495,6950.65236763766
"210",0.419628943755474,2017,"Age_5","2017.Age_5",644.154689001495,6950.65236763766
"211",0.0476289792266538,2017,"Age_6","2017.Age_6",644.154689001495,6950.65236763766
"212",0.0145630704577804,2017,"Age_7","2017.Age_7",644.154689001495,6950.65236763766
"213",0.396562331267241,2017,"Age_1","2017.Age_1",678.032763903642,6990.37438559002
"214",0.31043904234387,2017,"Age_2","2017.Age_2",678.032763903642,6990.37438559002
"215",0.182331933194444,2017,"Age_3","2017.Age_3",678.032763903642,6990.37438559002
"216",0.146577401485507,2017,"Age_4","2017.Age_4",678.032763903642,6990.37438559002
"217",0.107684236676329,2017,"Age_5","2017.Age_5",678.032763903642,6990.37438559002
"218",0.0265004176195652,2017,"Age_6","2017.Age_6",678.032763903642,6990.37438559002
"219",0.00203849366304348,2017,"Age_7","2017.Age_7",678.032763903642,6990.37438559002
"220",0.0998575790517544,2017,"Age_2","2017.Age_2",678.032763903642,6990.37438559002
"221",0.293750257698903,2017,"Age_3","2017.Age_3",678.032763903642,6990.37438559002
"222",0.254414738061842,2017,"Age_4","2017.Age_4",678.032763903642,6990.37438559002
"223",0.0485598311875,2017,"Age_5","2017.Age_5",678.032763903642,6990.37438559002
"224",0.0050234308125,2017,"Age_6","2017.Age_6",678.032763903642,6990.37438559002
"225",0.0016744769375,2017,"Age_7","2017.Age_7",678.032763903642,6990.37438559002
"226",0.311716915106061,2017,"Age_2","2017.Age_2",674.810047728288,7027.18749799126
"227",0.171247447059189,2017,"Age_3","2017.Age_3",674.810047728288,7027.18749799126
"228",0.887031370690912,2017,"Age_4","2017.Age_4",674.810047728288,7027.18749799126
"229",0.733582994121997,2017,"Age_5","2017.Age_5",674.810047728288,7027.18749799126
"230",0.244073681345632,2017,"Age_6","2017.Age_6",674.810047728288,7027.18749799126
"231",0.0293916583428773,2017,"Age_7","2017.Age_7",674.810047728288,7027.18749799126
"232",0.71311322,2017,"Age_1","2017.Age_1",674.810047728288,7027.18749799126
"233",0.289832566023392,2017,"Age_2","2017.Age_2",674.810047728288,7027.18749799126
"234",0.50856334984006,2017,"Age_3","2017.Age_3",674.810047728288,7027.18749799126
"235",1.32532609623548,2017,"Age_4","2017.Age_4",674.810047728288,7027.18749799126
"236",0.398491531496305,2017,"Age_5","2017.Age_5",674.810047728288,7027.18749799126
"237",0.0649442396785714,2017,"Age_6","2017.Age_6",674.810047728288,7027.18749799126
"238",0.0246193849761905,2017,"Age_7","2017.Age_7",674.810047728288,7027.18749799126
"239",0.00297130508333333,2017,"Age_8","2017.Age_8",674.810047728288,7027.18749799126
"240",0.00384497633156966,2017,"Age_2","2017.Age_2",638.035194279431,7024.75779176625
"241",0.307666532836661,2017,"Age_3","2017.Age_3",638.035194279431,7024.75779176625
"242",1.02303943213538,2017,"Age_4","2017.Age_4",638.035194279431,7024.75779176625
"243",0.379412602426931,2017,"Age_5","2017.Age_5",638.035194279431,7024.75779176625
"244",0.188766306921194,2017,"Age_6","2017.Age_6",638.035194279431,7024.75779176625
"245",0.0314680157792417,2017,"Age_7","2017.Age_7",638.035194279431,7024.75779176625
"246",0.00367020468013468,2017,"Age_9","2017.Age_9",638.035194279431,7024.75779176625
"247",0.00196937812104788,2017,"Age_3","2017.Age_3",638.035194279431,7024.75779176625
"248",0.100438284173442,2017,"Age_4","2017.Age_4",638.035194279431,7024.75779176625
"249",0.112254552899729,2017,"Age_5","2017.Age_5",638.035194279431,7024.75779176625
"250",0.0216631593315266,2017,"Age_6","2017.Age_6",638.035194279431,7024.75779176625
"251",0.00590813436314363,2017,"Age_7","2017.Age_7",638.035194279431,7024.75779176625
"252",0.176638041455764,2017,"Age_1","2017.Age_1",640.601443737727,6989.26455919483
"253",0.342260668487094,2017,"Age_2","2017.Age_2",640.601443737727,6989.26455919483
"254",0.523024750423281,2017,"Age_3","2017.Age_3",640.601443737727,6989.26455919483
"255",1.16077916251788,2017,"Age_4","2017.Age_4",640.601443737727,6989.26455919483
"256",0.630408240390068,2017,"Age_5","2017.Age_5",640.601443737727,6989.26455919483
"257",0.204497182122559,2017,"Age_6","2017.Age_6",640.601443737727,6989.26455919483
"258",0.027137460203351,2017,"Age_7","2017.Age_7",640.601443737727,6989.26455919483
"259",0.1037544051375,2017,"Age_1","2017.Age_1",640.601443737727,6989.26455919483
"260",1.44619518800999,2017,"Age_2","2017.Age_2",640.601443737727,6989.26455919483
"261",0.567432230897298,2017,"Age_3","2017.Age_3",640.601443737727,6989.26455919483
"262",0.700109598678632,2017,"Age_4","2017.Age_4",640.601443737727,6989.26455919483
"263",0.234105436935193,2017,"Age_5","2017.Age_5",640.601443737727,6989.26455919483
"264",0.159880361677992,2017,"Age_6","2017.Age_6",640.601443737727,6989.26455919483
"265",0.108663743063396,2017,"Age_7","2017.Age_7",640.601443737727,6989.26455919483
"266",0.156894305908163,2017,"Age_1","2017.Age_1",634.678314617093,7063.05892612194
"267",0.398195956892084,2017,"Age_2","2017.Age_2",634.678314617093,7063.05892612194
"268",0.937709307877522,2017,"Age_3","2017.Age_3",634.678314617093,7063.05892612194
"269",2.88387436883885,2017,"Age_4","2017.Age_4",634.678314617093,7063.05892612194
"270",1.32685524157638,2017,"Age_5","2017.Age_5",634.678314617093,7063.05892612194
"271",0.62515811430305,2017,"Age_6","2017.Age_6",634.678314617093,7063.05892612194
"272",0.106769857022779,2017,"Age_7","2017.Age_7",634.678314617093,7063.05892612194
"273",0.0108523729383117,2017,"Age_9","2017.Age_9",634.678314617093,7063.05892612194
"274",0.574497492421875,2017,"Age_1","2017.Age_1",634.678314617093,7063.05892612194
"275",0.669802405990746,2017,"Age_2","2017.Age_2",634.678314617093,7063.05892612194
"276",0.738335109699606,2017,"Age_3","2017.Age_3",634.678314617093,7063.05892612194
"277",2.39183006045706,2017,"Age_4","2017.Age_4",634.678314617093,7063.05892612194
"278",1.46721441489039,2017,"Age_5","2017.Age_5",634.678314617093,7063.05892612194
"279",0.861049192330154,2017,"Age_6","2017.Age_6",634.678314617093,7063.05892612194
"280",0.212132051178922,2017,"Age_7","2017.Age_7",634.678314617093,7063.05892612194
"281",0.00895320767410714,2017,"Age_8","2017.Age_8",634.678314617093,7063.05892612194
"282",0.00825964172413793,2017,"Age_1","2017.Age_1",671.792173138679,7064.43910727717
"283",0.231269968275862,2017,"Age_2","2017.Age_2",671.792173138679,7064.43910727717
"284",0.076198065473576,2017,"Age_3","2017.Age_3",671.792173138679,7064.43910727717
"285",0.894678883728711,2017,"Age_4","2017.Age_4",671.792173138679,7064.43910727717
"286",0.34210172895002,2017,"Age_5","2017.Age_5",671.792173138679,7064.43910727717
"287",0.11251461062818,2017,"Age_6","2017.Age_6",671.792173138679,7064.43910727717
"288",0.0116843712195122,2017,"Age_7","2017.Age_7",671.792173138679,7064.43910727717
"289",0.5763681240625,2017,"Age_1","2017.Age_1",671.792173138679,7064.43910727717
"290",0.1422207059375,2017,"Age_2","2017.Age_2",671.792173138679,7064.43910727717
"291",0.297702046022268,2017,"Age_3","2017.Age_3",671.792173138679,7064.43910727717
"292",1.48300859883516,2017,"Age_4","2017.Age_4",671.792173138679,7064.43910727717
"293",0.525839873737234,2017,"Age_5","2017.Age_5",671.792173138679,7064.43910727717
"294",0.068506581257259,2017,"Age_6","2017.Age_6",671.792173138679,7064.43910727717
"295",0.0202390001480836,2017,"Age_7","2017.Age_7",671.792173138679,7064.43910727717
"296",0.00893987909482758,2017,"Age_1","2017.Age_1",667.74316367609,7104.68233377342
"297",0.254431797095649,2017,"Age_2","2017.Age_2",667.74316367609,7104.68233377342
"298",0.48718088279985,2017,"Age_3","2017.Age_3",667.74316367609,7104.68233377342
"299",1.79596115603261,2017,"Age_4","2017.Age_4",667.74316367609,7104.68233377342
"300",1.2021539371746,2017,"Age_5","2017.Age_5",667.74316367609,7104.68233377342
"301",0.734724812907974,2017,"Age_6","2017.Age_6",667.74316367609,7104.68233377342
"302",0.147340435954069,2017,"Age_7","2017.Age_7",667.74316367609,7104.68233377342
"303",0.014013864527027,2017,"Age_8","2017.Age_8",667.74316367609,7104.68233377342
"304",0.0218701219133907,2017,"Age_9","2017.Age_9",667.74316367609,7104.68233377342
"305",0.473328284303571,2017,"Age_2","2017.Age_2",667.74316367609,7104.68233377342
"306",0.606176445122935,2017,"Age_3","2017.Age_3",667.74316367609,7104.68233377342
"307",2.49053257897012,2017,"Age_4","2017.Age_4",667.74316367609,7104.68233377342
"308",1.43377306797307,2017,"Age_5","2017.Age_5",667.74316367609,7104.68233377342
"309",0.53787556456156,2017,"Age_6","2017.Age_6",667.74316367609,7104.68233377342
"310",0.152234803053112,2017,"Age_7","2017.Age_7",667.74316367609,7104.68233377342
"311",0.009722118515625,2017,"Age_8","2017.Age_8",667.74316367609,7104.68233377342
"312",0.419540952082923,2017,"Age_1","2017.Age_1",632.284057183452,7100.56963446281
"313",2.0161937781684,2017,"Age_2","2017.Age_2",632.284057183452,7100.56963446281
"314",0.622559967104847,2017,"Age_3","2017.Age_3",632.284057183452,7100.56963446281
"315",2.16151923074436,2017,"Age_4","2017.Age_4",632.284057183452,7100.56963446281
"316",1.1520818685141,2017,"Age_5","2017.Age_5",632.284057183452,7100.56963446281
"317",0.334560981372818,2017,"Age_6","2017.Age_6",632.284057183452,7100.56963446281
"318",0.0356912011792153,2017,"Age_7","2017.Age_7",632.284057183452,7100.56963446281
"319",0.382507908207519,2017,"Age_2","2017.Age_2",632.284057183452,7100.56963446281
"320",0.653530304999153,2017,"Age_3","2017.Age_3",632.284057183452,7100.56963446281
"321",2.44313535895462,2017,"Age_4","2017.Age_4",632.284057183452,7100.56963446281
"322",1.81125165495239,2017,"Age_5","2017.Age_5",632.284057183452,7100.56963446281
