"","YEAR","Seas","FltSvy","Gender","Part","Ageerr","Lgin_lo","Lgin_hi","Nsamp","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","M0","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10"
"11",2009,7,2,3,0,0,1.5,119.5,360,0,0.219478326231577,0.088684264462331,0.113570374268773,0.0344660434526516,0.0161974974327624,0.00761945536648743,0.00489132686240025,0.00217394182443702,0.000785980735407112,0.000659622781960208,0,0.233690995651741,0.0991873772137089,0.119085625467943,0.0315531278852333,0.012636757921583,0.00710641157773304,0.00412878729808352,0.00223685141813081,0.000882622070424754,0.000964610076630802
"12",2010,7,2,3,0,0,1.5,119.5,405,0,0.0259083665885922,0.226161341935962,0.103751352079559,0.101658855080517,0.031435928213547,0.00926384367552253,0.00278912766670747,0.00210738221785126,0.000502007341984399,0.000159803984253731,0,0.0223014643531227,0.253252909091541,0.0739563330504542,0.0997723932979112,0.0317344887849735,0.00586639371398236,0.00547125189368372,0.00182455864708355,0.0012589975664085,0.000823200816342428
"13",2011,7,2,3,0,0,1.5,119.5,368,0,0.156391486807078,0.0372449312192153,0.192353012128129,0.0577313832095124,0.0455548525757858,0.0135539319030248,0.00429435436899269,0.00101129110237322,0.00102927378557179,0.00132497465424078,0,0.150939698603901,0.0346278760693434,0.183568661195949,0.0530858431375817,0.0472939012554411,0.0148639856356176,0.00272937503990371,0.00161201273323929,0.000290576875514893,0.000498577699585712
"14",2012,7,2,3,0,0,1.5,119.5,356,0,0.181838965253706,0.118619562718843,0.0242650876999751,0.122487533114856,0.0280960343955116,0.01412521579903,0.0039954675267373,0.00151124013765311,0.000695230225549225,0.000504721206481167,0,0.180953392632403,0.116691747127744,0.0353353185494781,0.115020308266684,0.0346161238519539,0.0161382708286245,0.00345711567636485,0.00067242807742247,0.000797448074871033,0.000178788836111498
"15",2013,7,2,3,0,0,1.5,119.5,354,0,0.0449925120554349,0.211706320133798,0.0898244638182033,0.0539006505209841,0.0571565630215467,0.0268550183351573,0.00616213514570245,0.00183330826841378,0.000529462776073527,0.000276569696706236,0,0.0520552644159572,0.221039128554514,0.0914593336564544,0.0540799051188716,0.0564806125467213,0.0240744784889627,0.0055505653318893,0.00149938799039718,0.000298404697560251,0.000225915426651663
"16",2014,7,2,3,0,0,1.5,119.5,373,0,0.133663909272636,0.0907993604865615,0.119228738114795,0.0980808157718282,0.0284669106212289,0.0180791239172138,0.00517517705706533,0.00109234497397168,0.000375775080028921,0.000729923951947192,0,0.143138892200908,0.100570702299751,0.117418517117917,0.0986207241709248,0.0199475369577987,0.018528182605885,0.00451983440175512,0.000945165564267758,0.000289510148824635,0.000328855284692328
"17",2015,7,2,3,0,0,1.5,119.5,354,0,0.0307614113964597,0.204999280227268,0.106450626881971,0.0946742709569953,0.0414161240593481,0.00994441891610618,0.00527990051710743,0.00109453768619244,0.000303364071086165,0.000208959828431436,0,0.0273045955243526,0.227139547114485,0.0972132229841941,0.0983170265538616,0.0391519169948459,0.00856055297826516,0.00579149378075799,0.00124645108976009,7.54401828167029e-05,6.68582556950105e-05
"18",2016,7,2,3,0,0,1.5,119.5,376,0,0.0532837035104104,0.0429543829414739,0.178313431522622,0.105950508461453,0.0730742013045313,0.0290273003480147,0.00643141314917905,0.00260443759433705,0.000786667788039599,0.000290609863094308,0,0.0553298450761458,0.0518437632827077,0.177700826524164,0.116052790642078,0.0765569228212165,0.0228982780727288,0.00539816321600379,0.000892024527355066,0.000376621754607766,0.000234107599837116
"19",2017,7,2,3,0,0,1.5,119.5,481,0,0.0530742166661914,0.0776282862143471,0.0773021382400674,0.151610253445481,0.0878679068209803,0.042442985266413,0.0154326589108508,0.0015010412935586,0,0.000151948850706682,0,0.0460338613869891,0.0790206335512247,0.0766642364890135,0.154352984323581,0.0829770340806031,0.0419818028629501,0.00878574365296403,0.00112955820755975,0.0018734911540168,0.000169218582501612
"20",2018,7,2,3,0,0,1.5,119.5,364,0,0.0386460815499041,0.0580349453433327,0.133114100899654,0.0725102156800393,0.123720270105613,0.0487303981731779,0.0216781892157146,0.00163946532126237,0.00045410008275631,0.000221243001385301,0,0.0422091485805821,0.0588953047561622,0.14736096236196,0.0900217784377107,0.117199350237383,0.0312590249245243,0.0126896162907855,0.00084612801769269,0.00076967702036127,0
"21",2019,7,2,3,0,0,1.5,119.5,479,0,0.279016475346863,0.0317482465679958,0.0375148790106237,0.0400317065043038,0.0330925564221557,0.0428613280378824,0.015746516981333,0.00429640168299074,0.000832938255565964,7.91830242302776e-05,0,0.316049359267504,0.034444750942059,0.0362373465171672,0.0393655178120037,0.0335099035242875,0.0384368261916555,0.0143632926244991,0.00180964766132555,0,0.00056312362555414
"22",2021,7,2,3,0,0,1.5,119.5,476,0.00151422451989227,0.0960553430397047,0.0583031968453803,0.157409761144471,0.0790444769036793,0.0304441730527714,0.0253618236957179,0.0200502656108536,0.00737122454564041,0.00252643934878952,0.000438617347314086,0.00151422451989227,0.116633070318022,0.0776970391560645,0.146498170195541,0.0877530620159943,0.0360581379861206,0.0276293055872133,0.0198998278314303,0.00656077998165168,0.00118107950788533,5.57568459698208e-05
"23",2022,7,2,3,0,0,1.5,119.5,481,3.10496618516683e-05,0.0959475279220994,0.103266764383641,0.0848268419785176,0.118095597954489,0.0394006703762714,0.017422997891482,0.0131084828656162,0.00712659694880005,0.0031749964854253,0.00132010163247804,3.10496618516683e-05,0.11743452362315,0.114531579678668,0.0935827737294049,0.114685429892621,0.0358868974792364,0.0185694380666821,0.0120233462842786,0.0062409152151758,0.00273676396751271,0.000555654300746875
"24",2023,7,2,3,0,0,1.5,119.5,438,0,0.140978151466906,0.145918523056905,0.0872855013281381,0.057892677722355,0.047491513458729,0.0127561849637294,0.00541730425539649,0.00340632786761239,0.00145310510447529,0.000956376727090545,0,0.135369896191103,0.145271832567304,0.0859602040508982,0.0630573463777102,0.0474808633724716,0.00948061611115775,0.00600252241995131,0.00352389823151141,9.34429602588533e-05,0.000203711766296463
"25",2024,7,2,3,0,0,1.5,119.5,335,0,0.0871056962234618,0.134636431796256,0.143747859111043,0.0623643276054678,0.0315877667034208,0.0173600569872531,0.006107356037073,0.000917141632533653,0.00197383315070835,0.000451061808831767,0,0.0945421027451605,0.151598285311808,0.141952523487304,0.0738291378301845,0.0294037413243137,0.014738269162713,0.00437338665197685,0.00106663662756104,0.00106033875035744,0.00118404705257098
